ç
"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Rural 1999 (MWh)"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","853"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","2.228"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","1.440"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","990"
"Vila Nova do Sul","4323457","-30.346100000000","-53.875999999990","156"
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","395"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","782"
"Vista Gaúcha","4323705","-27.290199999990","-53.697400000000","1.588"
"Vitória das Missões","4323754","-28.351600000000","-54.503999999990","315"
"Xangri-lá","4323804","-29.806500000000","-50.051900000000","140"
